new_name,country,lon,lat
Medical University of Graz,Austria,15.4496119,47.0787761
University of Graz,Austria,15.4499838,47.0777993
University of Messina,Italy,15.5547404,38.1934163
Linkoping University,Sweden,15.6213727,58.410807
University of Maribor,Slovenia,15.6458812,46.5546503
University of Zagreb,Croatia,15.981919,45.8150108
Vienna University of Technology,Austria,16.3358371,48.1625026
University of Vienna,Austria,16.3359792,48.2747157
Medical University of Vienna,Austria,16.3738189,48.2081743
"University of Natural Resources and Life Sciences, Vienna",Austria,16.3738189,48.2081743
Magna Græcia University of Catanzaro,Italy,16.5876516,38.9097919
Adam Mickiewicz University in Poznań,Poland,16.9243717,52.4664886
Wrocław University of Technology,Poland,17.0385376,51.1078852
University of Wrocław,Poland,17.074989,51.1107912
Comenius University in Bratislava,Slovakia,17.1077477,48.1485965
"Palacký University, Olomouc",Czech Republic,17.2490648,49.586179
Stockholm University,Sweden,17.9430376,59.2190446
Karolinska Institute,Sweden,18.0214528,59.3494376
University of Pécs,Hungary,18.232266,46.0727345
University of Cape Town,South Africa,18.4598667,-33.9577461
Stellenbosch University,South Africa,18.6264694,-33.8812733
University of Silesia,Poland,18.6765269,50.2895721
Budapest University of Technology and Economics,Hungary,19.040235,47.497912
AGH University of Science and Technology,Poland,19.9070824,50.0676785
University of Szeged,Hungary,20.1468541,46.248986
University of Belgrade,Serbia,20.4559904,44.8262834
University of Ioannina,Greece,20.8537466,39.6650288
University of Debrecen,Hungary,21.620443,47.5584793
University of Patras,Greece,21.734574,38.2466395
University of Thessaly,Greece,22.047637,39.6102887
Åbo Akademi University,Finland,22.2666303,60.4518126
University of Turku,Finland,22.2666303,60.4518126
Sofia University,Bulgaria,23.3216445,42.6957897
Tampere University of Technology,Finland,23.7609535,61.4977524
University of Tampere,Finland,23.7609535,61.4977524
Babeș-Bolyai University,Romania,24.496977,47.1396669
University of Crete,Greece,24.8092691,35.240117
Vilnius University,Lithuania,25.2796514,54.6871555
University of Jyvaskyla,Finland,25.7472567,62.2426034
University of Bucharest,Romania,26.1025072,44.4355132
University of Tartu,Estonia,26.7265098,58.3733281
Dokuz Eylül University,Turkey,27.0322689,38.3946981
Ankara University,Turkey,27.431021,37.0352214
University of the Witwatersrand,South Africa,28.0437484,-26.1800289
Lappeenranta University of Technology,Finland,28.1896628,61.0549929
University of Pretoria,South Africa,28.2007589,-25.7328565
Istanbul Technical University,Turkey,28.9783589,41.0082376
Koç University,Turkey,29.0749608,41.2083389
Istanbul University,Turkey,29.1344302,40.941668
Sabancı University,Turkey,29.3768722,40.8924477
Alexandria University,Egypt,29.9078899,31.1900438
Saint Petersburg State University,Russia,30.3350986,59.9342802
University of KwaZulu-Natal,South Africa,31.0093701,-29.8590352
Cairo University,Egypt,31.2009519,30.0260766
Ain Shams University,Egypt,31.2765847,30.0742446
Mansoura University,Egypt,31.3623978,31.0414853
Makerere University,Uganda,32.5681424,0.3398836
University of Cyprus,Cyprus,33.0443356,34.6752289
Bar-Ilan University,Israel,34.747186,32.013978
Ben-Gurion University of the Negev,Israel,34.7809839,30.8572092
Tel Aviv University,Israel,34.8046418,32.1036377
University of Haifa,Israel,35.021463,32.759028
Hebrew University of Jerusalem,Israel,35.197143,31.779299
American University of Beirut,Lebanon,35.4780935,33.9021926
Gazi University,Turkey,35.9025234,41.5686538
Moscow Institute of Physics and Technology,Russia,37.6173,55.755826
King Abdulaziz University,Saudi Arabia,39.2640102,21.5189057
King Saud University,Saudi Arabia,46.6270967,24.7224191
King Fahd University of Petroleum and Minerals,Saudi Arabia,50.1498042,26.3048047
Sharif University of Technology,Iran,51.3277804,35.7569204
Tehran University of Medical Sciences,Iran,51.3941382,35.7516264
University of Tehran,Iran,51.4000833,35.7048679
Shahid Beheshti University of Medical Sciences,Iran,51.4153544,35.7176988
Isfahan University of Technology,Iran,51.5616308,32.7373617
Shiraz University,Iran,52.5972479,29.7222318
United Arab Emirates University,United Arab Emirates,55.6968239,24.2005508
Indian Institute of Technology Bombay,India,72.8384624,19.0515532
Kōchi University,Japan,76.2673041,9.9312328
Panjab University,India,76.7653924,30.7606188
University of Delhi,India,77.1183137,28.7499867
Indian Institute of Technology Delhi,India,77.193806,28.5429676
Indian Institute of Technology Kanpur,India,77.193806,28.5429676
"All India Institute of Medical Sciences, New Delhi",India,77.2090212,28.6139391
Indian Institute of Science,India,77.566677,13.0220277
Indian Institute of Technology Roorkee,India,77.8953181,29.8662184
University of Hyderabad,India,78.3330906,17.4560759
Tata Institute of Fundamental Research,India,78.5845374,17.4730312
Indian Institute of Technology Madras,India,80.2336907,12.9914929
Banaras Hindu University,India,82.9904737,25.2685304
Novosibirsk State University,Russia,83.0938315,54.8437862
University of Calcutta,India,88.3794693,22.6292296
Jadavpur University,India,88.394867,22.4828735
Chiang Mai University,Thailand,97.968141,19.3341499
Mahidol University,Thailand,100.3242456,13.7932157
King Mongkut’s University of Technology Thonburi,Thailand,100.4874338,13.7164911
"University of Science, Malaysia",Malaysia,101.5848034,3.2195403
University of Malaya,Malaysia,101.6579145,3.1191481
Lanzhou University,China,103.8605305,36.0462293
Southwest Jiaotong University,China,104.054862,30.698826
Sichuan University,China,104.0911486,30.6356501
University of Electronic Science and Technology of China,China,104.098726,30.6727085
Chongqing University,China,106.46608,29.564637
Northwestern Polytechnical University,China,108.9168656,34.2413672
Xidian University,China,108.9172138,34.229571
Xian Jiao Tong University,China,108.942284,34.2162798
Third Military Medical University,China,108.9806583,34.2713032
Fourth Military Medical University,China,108.9858356,34.270077
Second Military Medical University,China,108.9858356,34.270077
Hunan University,China,112.9216588,28.2138999
Hunan Normal University,China,112.9467923,28.1851154
Xiangtan University,China,112.9967776,28.1354464
Sun Yat-sen University,China,113.292871,23.092124
Southern Medical University,China,113.3342098,23.1889976
South China Normal University,China,113.345387,23.140348
South China Agricultural University,China,113.3463393,23.1634306
Jinan University,China,113.3477697,23.1281082
Central South University,China,113.3991582,23.0443826
South China University of Technology,China,113.4053324,23.0466219
University of Macau,Macau,113.5575513,22.1634112
Zhengzhou University,China,113.6453394,34.7426753
Henan Normal University,China,113.7180518,34.7061452
Shenzhen University,China,113.939567,22.5350039
City University of Hong Kong,Hong Kong,114.1720025,22.3374868
Hong Kong Polytechnic University,Hong Kong,114.178928,22.302516
Hong Kong Baptist University,Hong Kong,114.1829159,22.3354512
Chinese University of Hong Kong,Hong Kong,114.203926,22.417442
University of Hong Kong,Hong Kong,114.203926,22.417442
Hong Kong University of Science and Technology,Hong Kong,114.2715461,22.2917485
Wuhan University of Technology,China,114.3523886,30.5173109
Central China Normal University,China,114.3611861,30.5237834
Wuhan University,China,114.4017819,30.5181622
China University of Geosciences (Wuhan),China,114.4019908,30.5207598
Huazhong University of Science and Technology,China,114.4109032,30.5171328
East China Normal University,China,114.5852447,29.0278558
Northeast Normal University,China,114.5852447,29.0278558
China Agricultural University,China,115.4903605,38.8509543
Curtin University,Australia,115.8945948,-32.0076092
"Putra University, Malaysia",Malaysia,116.0838918,5.9686082
Beijing Normal University,China,116.3049709,39.9314428
Renmin University of China,China,116.3078309,39.9682472
Tsinghua University,China,116.3246671,39.9990443
Beijing Institute of Technology,China,116.3466986,39.6715172
Peking University,China,116.3497578,39.9917319
Beihang University,China,116.3498961,39.9826114
Capital Medical University,China,116.3530323,39.8676818
University of Science and Technology Beijing,China,116.3622099,39.9905638
University of Science and Technology of China,China,116.3622099,39.9905638
Peking Union Medical College,China,116.4164843,39.9111331
Beijing University of Chemical Technology,China,116.4244376,39.9715272
Beijing University of Technology,China,116.4805185,39.8779035
Shandong University,China,117.0593187,36.6716339
Tianjin University,China,117.1671447,39.110096
Nankai University,China,117.1787466,39.1036898
Tianjin Medical University,China,117.1837778,39.107426
Hefei University of Technology,China,117.2917677,31.8461012
Xiamen University,China,118.0933388,24.4357457
China Medical University (Taiwan),Taiwan,118.1635579,24.4588193
Northwest University (China),China,118.1832835,39.6750049
Southeast University,China,118.1832835,39.6750049
Southwest University,China,118.1832835,39.6750049
Nanjing Normal University,China,118.7702206,32.0542891
Nanjing Medical University,China,118.773841,32.0456888
Nanjing University of Technology,China,118.7751402,32.0799763
Jiangsu University,China,118.7811839,32.0735265
Nanjing University of Aeronautics and Astronautics,China,118.8180754,32.0341244
Nanjing Agricultural University,China,118.8466515,32.0376312
Nanjing University of Science and Technology,China,118.853388,32.0356169
China Pharmaceutical University,China,118.914127,31.897684
Nanjing University,China,118.9612698,32.1278598
Fuzhou University,China,119.2729128,26.0723692
Yangzhou University,China,119.421628,32.4005386
Zhejiang University of Technology,China,120.1629446,30.2929851
Zhejiang University,China,120.1689207,30.2929634
Jiangnan University,China,120.278585,31.48425
Ocean University of China,China,120.3372672,36.0637225
National Chung Hsing University,Taiwan,120.3528844,23.0267598
Soochow University,China,120.6393479,31.3094486
Chung Yuan Christian University,Taiwan,121.2348979,24.9553988
Shanghai University,China,121.388812,31.320573
Donghua University,China,121.4147689,31.2019139
Shanghai Normal University,China,121.4193454,31.1615031
Shanghai Jiao Tong University,China,121.4237432,31.1790053
East China University of Science and Technology,China,121.4252165,31.1409789
Fudan University,China,121.5014465,31.2985307
Tongji University,China,121.50631,31.282182
National Taiwan Normal University,Taiwan,121.5273658,25.0254571
National Taiwan University,Taiwan,121.5273658,25.0254571
Dalian University of Technology,China,121.5319155,38.8769137
Taipei Medical University,Taiwan,121.5654177,25.0329694
Toho University,Japan,121.7714791,39.0563638
Northeastern University (China),China,123.4145076,41.7674641
Jilin University,China,125.3195857,43.8833943
Harbin Engineering University,China,126.667948,45.775375
Harbin Institute of Technology,China,126.6901205,45.7835064
Gwangju Institute of Science and Technology,South Korea,126.8526012,35.1595454
University of Seoul,South Korea,126.9779692,37.566535
Pusan National University,South Korea,129.0756416,35.1795543
Ulsan National Institute of Science and Technology,South Korea,129.3113596,35.5383773
University of Ulsan,South Korea,129.3113596,35.5383773
Pohang University of Science and Technology,South Korea,129.3434808,36.0190178
Kurume University,Japan,130.5083735,33.3192865
Kagoshima University,Japan,130.5571158,31.5965535
University of Western Australia,Australia,130.8667531,-12.3707906
University of South Australia,Australia,130.8689998,-12.3745345
Charles Darwin University,Australia,130.87062,-12.37274
University of Miyazaki,Japan,131.4202411,31.9076736
Hiroshima University,Japan,132.4552927,34.3852029
Okayama University,Japan,133.9195019,34.6551456
Tottori University,Japan,134.2350914,35.5011326
University of Tokushima,Japan,134.5548438,34.0702703
University of Hyogo,Japan,135.1830706,34.6912688
Kobe University,Japan,135.1955112,34.690083
Osaka University,Japan,135.5021651,34.6937378
Osaka Prefecture University,Japan,135.5196609,34.6862971
Kyoto Institute of Technology,Japan,135.7680294,35.0116363
Kyoto Prefectural University of Medicine,Japan,135.7680294,35.0116363
Kyoto University,Japan,135.7680294,35.0116363
Nara Institute of Science and Technology,Japan,135.8050002,34.6850869
University of Fukui,Japan,136.2194938,36.0640669
Kanazawa University,Japan,136.6562051,36.5613254
University of Toyama,Japan,137.2136768,36.6959518
Shizuoka University,Japan,138.3827596,34.975562
University of Yamanashi,Japan,138.5684486,35.6641575
University of Adelaide,Australia,138.5960609,-34.9088112
Gunma University,Japan,139.0604061,36.3906675
Yokohama National University,Japan,139.6380256,35.4437078
Saitama Medical University,Japan,139.6454822,35.8617292
Saitama University,Japan,139.6454822,35.8617292
Tokyo Metropolitan University,Japan,139.6917064,35.6894875
Tokyo Women's Medical University,Japan,139.6917064,35.6894875
University of Tsukuba,Japan,140.0766423,36.0834857
Ibaraki University,Japan,140.4467935,36.3418112
Sapporo Medical University,Japan,141.3543763,43.0620958
University of Melbourne,Australia,144.9590866,-37.8019927
RMIT University,Australia,144.9636886,-37.8081936
La Trobe University,Australia,145.0591299,-37.7292904
Deakin University,Australia,145.1158415,-37.8499622
Monash University,Australia,145.1303881,-37.914517
Flinders University,Australia,145.1701804,-38.2612843
Murdoch University,Australia,145.1896006,-38.159341
James Cook University,Australia,146.7598451,-19.3293709
University of Queensland,Australia,146.7872377,-19.3176715
University of Tasmania,Australia,147.3255538,-42.9045304
University of Wollongong,Australia,150.8849642,-34.4112787
University of Western Sydney,Australia,150.9909189,-33.9380986
Macquarie University,Australia,151.1131306,-33.7756994
University of Sydney,Australia,151.1598462,-33.8628753
University of Technology Sydney,Australia,151.2020978,-33.8827039
University of New England (Australia),Australia,151.639059,-30.4967317
University of Newcastle,Australia,151.6970537,-32.8944481
University of New South Wales,Australia,151.7035792,-32.8963787
Griffith University,Australia,153.384564,-27.963265
University of Otago,New Zealand,170.513132,-45.863208
Victoria University of Wellington,New Zealand,174.7425453,-41.2852714
University of Auckland,New Zealand,174.7699782,-36.8490661
University of Waikato,New Zealand,175.312121,-37.787183
Massey University,New Zealand,175.6140639,-40.3850866
Australian National University,Australia,149.118506,-35.277709
National University of Singapore,Singapore,103.776362,1.296793
Nanyang Technological University,Singapore,103.683167,1.348267
University of Hawaii at Manoa,United States of America,-157.818871,21.29997
National Cheng Kung University,Taiwan,120.218116,22.999717
University of Texas MD Anderson Cancer Center,United States of America,-95.397168,29.707242
Weizmann Institute of Science,Israel,34.811388,31.907798
Technion Israel Institute of Technology,Israel,35.023149,32.776868
Southern Methodist University,United States of America,-96.784528,32.841236
Kyushu University,Japan,130.425044,33.626909
Nagoya University,Japan,136.967562,35.153482
Tokyo Institute of Technology,Japan,139.683552,35.605097
Keio University,Japan,139.742959,35.649226
Waseda University,Japan,139.720826,35.709522
University of Tokyo,Japan,139.761989,35.712965
Korea Advanced Institute of Science and Technology,South Korea,127.364057,36.369358
Seoul National University,South Korea,126.951873,37.460112
Hanyang University,South Korea,127.045322,37.557215
Sungkyunkwan University,South Korea,126.993606,37.58821
Korea University,South Korea,127.02782,37.590816
Tohoku University,Japan,140.874085,38.254045
Middle East Technical University,Turkey,32.77892,39.892848
University of Illinois at Urbana-Champaign,United States of America,-88.227086,40.101911
Complutense University of Madrid,Spain,-3.728051,40.447808
Columbia University,United States of America,-73.961528,40.807572
Boğaziçi University,Turkey,29.050986,41.084765
Pompeu Fabra University,Spain,2.179064,41.379353
University of Massachusetts Medical School,United States of America,-71.761104,42.277236
Hokkaido University,Japan,141.340013,43.077957
University of Rochester,United States of America,-77.626057,43.130616
Paul Sabatier University - Toulouse III,France,1.468681,43.560491
Mayo Medical School,United States of America,-92.466996,44.021283
Joseph Fourier University,France,5.767373,45.191729
Claude Bernard University Lyon 1,France,4.868539,45.780343
Swiss Federal Institute of Technology Lausanne,Switzerland,6.566822,46.519048
University of Bern,Switzerland,7.43813,46.950482
University of Basel,Switzerland,7.582568,47.560217
University of Paris-Sud,France,2.176462,48.697897
Ecole Normale Superieure - Paris,France,2.345158,48.842375
Mines ParisTech,France,2.339664,48.845613
Pierre and Marie Curie University,France,2.35752,48.847012
University of Paris Descartes,France,2.34075,48.851237
Karlsruhe Institute of Technology,Germany,8.416998,49.011927
Ruprecht Karl University of Heidelberg,Germany,8.670271,49.419154
Johannes Gutenberg University of Mainz,Germany,8.241169,49.993399
Catholic University of Louvain,Belgium,4.614945,50.669728
RWTH Aachen University,Germany,6.065676,50.780078
Dresden University of Technology,Germany,13.728964,51.02924
London School of Economics and Political Science,United Kingdom,-0.117387,51.514434
Erasmus University Rotterdam,Netherlands,4.525994,51.915557
Delft University of Technology,Netherlands,4.3714,52.000737
VU University Amsterdam,Netherlands,4.865763,52.333711
University of Kiel,Germany,10.114711,54.345917
Lomonosov Moscow State University,Russia,37.528573,55.703868
Lund University,Sweden,13.203547,55.711906
Royal Institute of Technology,Sweden,18.070783,59.349752
Uppsala University,Sweden,17.629913,59.85089
University of Oslo,Norway,10.721846,59.939926
University of Helsinki,Finland,24.951085,60.172704
Norwegian University of Science and Technology,Norway,10.401755,63.419686
Yuan Ze University,Taiwan,24.97023,121.2632
Yonsei University,South Korea,126.938561,37.565775
